Latitude,Longitude,leg_heure,code_leg
50.787812100000000,1.465531200000000,"23077_13_30_00",23077
50.769454300000000,1.499934100000000,"23077_13_43_00",23077
50.768094800000000,1.502245700000000,"23077_13_44_00",23077
50.765915800000000,1.506409100000000,"23077_13_46_00",23077
43.403130000000000,3.885449500000000,"24000_11_02_00",24000
43.399169900000000,3.900381100000000,"24000_11_09_00",24000
43.400015200000000,3.903203800000000,"24000_11_10_00",24000
43.403402100000000,3.914539000000000,"24000_11_14_00",24000
43.404220800000000,3.917392200000000,"24000_11_15_00",24000
43.413342800000000,3.948899600000000,"24000_11_26_00",24000
43.413949900000000,3.951883700000000,"24000_11_27_00",24000
43.415376300000000,3.960965400000000,"24000_11_30_00",24000
43.416431300000000,3.973230200000000,"24001_11_34_00",24001
43.416394500000000,3.976315400000000,"24001_11_35_00",24001
43.416358000000000,3.979397600000000,"24001_11_36_00",24001
43.416248400000000,3.985561400000000,"24001_11_38_00",24001
43.416170100000000,3.988638200000000,"24001_11_39_00",24001
43.416462300000000,4.016275500000000,"24002_11_48_00",24002
43.416962000000000,4.019276500000000,"24002_11_49_00",24002
43.417546500000000,4.022252300000000,"24002_11_50_00",24002
43.420307700000000,4.037218400000000,"24002_11_55_00",24002
43.420857300000000,4.040224500000000,"24002_11_56_00",24002
43.421406100000000,4.043243800000000,"24002_11_57_00",24002
43.422484100000000,4.049309500000000,"24002_11_59_00",24002
43.423024400000000,4.052351300000000,"24002_12_00_00",24002
43.424154100000000,4.058331100000000,"24002_12_02_00",24002
43.424747500000000,4.061285100000000,"24002_12_03_00",24002
43.425963600000000,4.067182800000000,"24002_12_05_00",24002
43.426591500000000,4.070143600000000,"24002_12_06_00",24002
43.429222800000000,4.081933100000000,"24002_12_10_00",24002
43.429838300000000,4.084913100000000,"24002_12_11_00",24002
43.430501000000000,4.087873100000000,"24002_12_12_00",24002
43.431168500000000,4.090819400000000,"24002_12_13_00",24002
43.432412800000000,4.096717600000000,"24002_12_15_00",24002
43.438407300000000,4.122988400000000,"24002_12_24_00",24002
43.440431300000000,4.131840200000000,"24002_12_27_00",24002
43.441785000000000,4.137653900000000,"24002_12_29_00",24002
43.350708500000000,4.955911400000000,"24004_05_53_00",24004
43.339785200000000,4.967230300000000,"24004_05_59_00",24004
43.328991000000000,4.978138600000000,"24004_06_05_00",24004
43.327225200000000,4.979931100000000,"24004_06_06_00",24004
43.325455500000000,4.981704000000000,"24004_06_07_00",24004
43.313203500000000,4.994030100000000,"24004_06_14_00",24004
43.306190700000000,5.001127300000000,"24004_06_18_00",24004
43.299138400000000,5.008324300000000,"24004_06_22_00",24004
43.290239400000000,5.017343300000000,"24004_06_27_00",24004
43.286648000000000,5.021010000000000,"24004_06_29_00",24004
43.201626500000000,5.106844100000000,"24006_09_46_00",24006
43.199863200000000,5.108640100000000,"24006_09_47_00",24006
43.176650300000000,5.132192300000000,"24006_10_00_00",24006
43.164084200000000,5.144623700000000,"24006_10_07_00",24006
43.155326800000000,5.153558200000000,"24006_10_12_00",24006
43.151784500000000,5.157134600000000,"24006_10_14_00",24006
43.141250600000000,5.167751400000000,"24007_10_20_00",24007
43.132485000000000,5.176644800000000,"24007_10_25_00",24007
43.128941000000000,5.180215400000000,"24007_10_27_00",24007
43.125361600000000,5.183824300000000,"24007_10_29_00",24007
43.106432000000000,5.204570600000000,"24009_10_53_00",24009
43.106198200000000,5.204817500000000,"24009_10_57_00",24009
43.106114600000000,5.204734600000000,"24009_10_58_00",24009
43.123728100000000,5.114260900000000,"24010_12_10_00",24010
43.011848400000000,4.950962400000000,"24012_05_52_00",24012
43.015446700000000,4.947367200000000,"24012_05_54_00",24012
43.044494700000000,4.918401100000000,"24012_06_10_00",24012
43.048140000000000,4.914794700000000,"24012_06_12_00",24012
43.055413800000000,4.907534800000000,"24012_06_16_00",24012
43.075334700000000,4.887574900000000,"24012_06_27_00",24012
43.080782400000000,4.882153500000000,"24012_06_30_00",24012
43.086225300000000,4.876729800000000,"24012_06_33_00",24012
43.093439100000000,4.869530600000000,"24012_06_37_00",24012
43.098794700000000,4.864094500000000,"24012_06_40_00",24012
43.100595700000000,4.862313200000000,"24012_06_41_00",24012
43.116917700000000,4.845885600000000,"24014_11_42_00",24014
43.118762700000000,4.844092100000000,"24014_11_43_00",24014
43.122188200000000,4.840674500000000,"24014_11_45_00",24014
43.130809300000000,4.832073900000000,"24014_11_50_00",24014
43.143545900000000,4.819197300000000,"24015_11_57_00",24015
43.161774700000000,4.801118500000000,"24015_12_07_00",24015
43.163562300000000,4.799329800000000,"24015_12_08_00",24015
43.170932400000000,4.791969800000000,"24015_12_12_00",24015
43.172765000000000,4.790127200000000,"24015_12_13_00",24015
43.185731500000000,4.777099500000000,"24015_12_20_00",24015
43.195138700000000,4.767747700000000,"24015_12_25_00",24015
43.204578500000000,4.758267300000000,"24015_12_30_00",24015
43.218224900000000,4.744512600000000,"24016_12_38_00",24016
43.223516000000000,4.739275700000000,"24016_12_41_00",24016
43.229098100000000,4.733773400000000,"24016_12_44_00",24016
43.232699200000000,4.730028300000000,"24016_12_46_00",24016
43.234508500000000,4.728157500000000,"24016_12_47_00",24016
43.239964700000000,4.722665800000000,"24016_12_50_00",24016
43.241783600000000,4.720821400000000,"24016_12_51_00",24016
43.243586100000000,4.719035000000000,"24016_12_52_00",24016
43.247202300000000,4.715440100000000,"24016_12_54_00",24016
43.249040000000000,4.713585700000000,"24016_12_55_00",24016
43.250871900000000,4.711739300000000,"24016_12_56_00",24016
43.254543700000000,4.708051300000000,"24016_12_58_00",24016
43.265632700000000,4.696957400000000,"24016_13_04_00",24016
43.269297200000000,4.693268400000000,"24016_13_06_00",24016
43.284146900000000,4.678612200000000,"24018_05_15_00",24018
43.302113900000000,4.661030900000000,"24018_05_25_00",24018
43.303905400000000,4.659226500000000,"24018_05_26_00",24018
43.307410400000000,4.655512800000000,"24018_05_28_00",24018
43.309166600000000,4.653677400000000,"24018_05_29_00",24018
43.310913700000000,4.651852900000000,"24018_05_30_00",24018
43.312655800000000,4.650033800000000,"24018_05_31_00",24018
43.314386800000000,4.648226100000000,"24018_05_32_00",24018
43.316163500000000,4.646523200000000,"24018_05_33_00",24018
43.319763600000000,4.643292300000000,"24018_05_35_00",24018
43.321601300000000,4.641806700000000,"24018_05_36_00",24018
43.298546900000000,4.637131100000000,"24020_06_17_00",24020
43.297301400000000,4.634462600000000,"24020_06_18_00",24020
43.296054900000000,4.631782300000000,"24020_06_19_00",24020
43.294844900000000,4.629074000000000,"24020_06_20_00",24020
43.293618800000000,4.626368100000000,"24020_06_21_00",24020
43.291218600000000,4.620922600000000,"24020_06_23_00",24020
43.288839300000000,4.615448400000000,"24020_06_25_00",24020
43.287648900000000,4.612702400000000,"24020_06_26_00",24020
43.282994800000000,4.601807500000000,"24020_06_30_00",24020
43.279515200000000,4.593793600000000,"24020_06_33_00",24020
43.274862200000000,4.583152500000000,"24020_06_37_00",24020
43.272535700000000,4.577809300000000,"24020_06_39_00",24020
43.270212500000000,4.572467000000000,"24020_06_41_00",24020
