code_esp,nom_latin,type,cat_group_size,groupe,Famille,List_sp,liste_especes_potentielles,potential_sp,group_pelgas,nom_commun,nom_anglais,nom_espagnol,phylum_public,classe_public,ordre_public,famille_public,taxon_fr,family_eng,group_eng,id_public,LB_NOM_taxref,NOM_VERN_taxref,NOM_VERN_ENG_taxref,CD_NOM_taxref,APHIA_ID_taxref,REGNE_taxref,PHYLUM_taxref,CLASSE_taxref,ORDRE_taxref,FAMILLE_taxref,R_Caraibes,R_Ocean_Indien,R_Polynesie,R_Sud_Pacifique,R_France_metropole,ASI,CODE_SCANS3,CODE_Bat,CODE_Samm,CODE_OI,CODE_PF,Group_old,kind_ident,nb_bases_remmoa,ex_code_et_corrections
"STRSPP","Streptopelia spp","Land Bird",,"Tourterelle","Autre oiseau","Tourterelle ind.",,,,"Tourterelle ind.","Dove sp","Tortola spp","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Dove",8.5700000000000000e+02,,,,,,,,,,,,,,,"bat, belgica","x",,,,"0",,"tourterelle","tourterelle",,
"STRTUR","Streptopelia turtur","Land Bird",,"Tourterelle","Autre oiseau","Tourterelle bois",,,,"Tourterelle bois","European Turtle Dove","Tortola comun","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Dove",8.5800000000000000e+02,"Streptopelia turtur"," Tourterelle des bois","European Turtle Dove",3.4390000000000000e+03,,"Animalia","Chordata","Aves","Columbiformes","Columbidae",,,,,"bat",,,,,"0",,"tourterelle","tourterelle",,
"STUSPP","Sturnus spp","Land Bird",,"Passereau","Autre oiseau","Etourneau ind.",,,,"Etourneau ind.","Starling sp","Estornino spp","Chordata","Aves","Passeriformes","Sturnidae","Oiseau terrestre","Other bird","Passerine",8.6200000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"passereau","passereau",,
"STUVUL","Sturnus vulgaris","Land Bird",,"Passereau","Autre oiseau","Etourneau sansonnet",,,,"Etourneau sansonnet","Common Starling","Estornino","Chordata","Aves","Passeriformes","Sturnidae","Oiseau terrestre","Other bird","Passerine",8.6300000000000000e+02,"Sturnus vulgaris"," Etourneau sansonnet","Common Starling",4.5160000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sturnidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SULBAS","Morus bassana","Seabird","Gannet","Fou","Sulidae","Fou de bassan",,,"plongeur","Fou de bassan","Gannet","Alcatraz","Chordata","Aves","Ciconiiformes","Sulidae","Oiseau marin","Sulidae","Booby",8.6500000000000000e+02,"Sula bassana",,,2.4340000000000000e+03,"137180","Animalia","Chordata","Aves","Ciconiiformes","Sulidae",,,,,"Samm, bat, belgica, atlancet","x",,,,"0",,"Fou de bassan","Fou de bassan",,
"SULDAC","Sula dactylatra","Seabird","Booby","Fou","Sulidae","Fou masque",,,"plongeur","Fou masque","Blue-faced booby",,"Chordata","Aves","Ciconiiformes","Sulidae","Oiseau marin","Sulidae","Booby",8.6800000000000000e+02,"Sula dactylatra"," Fou masque",,1.9932000000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Sulidae","Ant","R, epa","R","R",,,,,,"SULDAC",,,,1.9000000000000000e+01,"FOUMAS / antilles"
"SULLEU","Sula leucogaster","Seabird","Booby","Fou","Sulidae","Fou brun",,,"plongeur","Fou brun","Brown booby",,"Chordata","Aves","Ciconiiformes","Sulidae","Oiseau marin","Sulidae","Booby",8.7000000000000000e+02,"Sula leucogaster"," Fou brun",,1.9932100000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Sulidae","Guy, Ant",,"R","R, Fut",,,,,,"0",,,,1.8000000000000000e+01,"FOUBRU / antilles"
"SULSPP","Sula spp","Seabird","Booby","Fou","Sulidae","Fou ind.","Fou masque / brun / a  pieds rouges","Sula dactylatra / S. leucogaster / S. sula","plongeur","Petit fou ind.","Booby sp",,"Chordata","Aves","Ciconiiformes","Sulidae","Oiseau marin","Sulidae","Booby",8.7700000000000000e+02,,,,,,,,,,,,"R, epa","R","R, Fut",,"x",,,,"SULSPP",,,,2.0000000000000000e+01,
"SULSUL","Sula sula","Seabird","Booby","Fou","Sulidae","Fou a pieds rouges",,,"plongeur","Fou a pieds rouges","Red-footed booby",,"Chordata","Aves","Ciconiiformes","Sulidae","Oiseau marin","Sulidae","Booby",8.7400000000000000e+02,"Sula sula",,,4.4019700000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Sulidae",,"R, epa","R","R, Fut",,,,,,"SULSUL",,,,2.0000000000000000e+01,
"SYLATR","Sylvia atricapilla","Land Bird",,"Passereau","Autre oiseau","Fauvette a tete noire",,,,"Fauvette a tete noire","Blackcap","Curruca capirotada","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.7800000000000000e+02,"Sylvia atricapilla"," Fauvette a tete noire","Blackcap",4.2570000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SYLBOR","Sylvia borin","Land Bird",,"Passereau","Autre oiseau","Fauvette des jardins",,,,"Fauvette des jardins","Garden Warbler","Curruca mosquitera","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.7900000000000000e+02,"Sylvia borin"," Fauvette des jardins","Garden Warbler",4.2540000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SYLCAN","Sylvia cantillans","Land Bird",,"Passereau","Autre oiseau","Fauvette passerinette",,,,"Fauvette passerinette","Subalpine Warbler","Curruca carrasquena","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.8000000000000000e+02,"Sylvia cantillans"," Fauvette passerinette","Subalpine Warbler",4.2290000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SYLCOM","Sylvia communis","Land Bird",,"Passereau","Autre oiseau","Fauvette grisette",,,,"Fauvette grisette","Common Whitethroat","Curruca zarcera","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.8100000000000000e+02,"Sylvia communis"," Fauvette grisette","Common Whitethroat",4.2520000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SYLMEL","Sylvia melanocephala","Land Bird",,"Passereau","Autre oiseau","Fauvette melanocephale",,,,"Fauvette melanocephale","Sardinian Warbler","Curruca cabecinegra","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.8200000000000000e+02,"Sylvia melanocephala"," Fauvette melanocephale","Sardinian Warbler",4.2320000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SYLSPP","Sylvia spp","Land Bird",,"Passereau","Autre oiseau","Fauvette ind.",,,,"Fauvette ind.","Warbler unidentif.","Curruca spp","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",8.8300000000000000e+02,,,,,,,,,,,,,,,"bat",,,,,"0",,"passereau","passereau",,
"TADTAD","Tadorna tadorna","Coastal Bird",,"Canard","Anatidae","Tadorne de Belon",,,,"Tadorne de Belon","Common shelduck","Tarro blanco","Chordata","Aves","Anseriformes","Anatidae","Oiseau cotier","Anatidae","Duck",8.8600000000000000e+02,"Tadorna tadorna"," Tadorne de Belon","Common Shelduck",2.7670000000000000e+03,,"Animalia","Chordata","Aves","Anseriformes","Anatidae",,,,,"Samm, bat","x",,,,"0",,"Oie","Oie",,
"TANKER","Tanker (oil, gaz, chemical)","Human activity",,"Commerce","Ship","Bateau petrolier, chimiquier, gazier",,,,"Bateau petrolier, chimiquier, gazier","Tanker (oil, gaz, chemical)","Barco petrolero, gas, sustancia quimica","X",,,,"Activite humaine","Ship","Transport",,,,,,,,,,,,,,,,"Bat, belgica, atlancet","x",,,,"0",,"Ship","Ship",,"BATCHI / Bat ou BATPET / Bat"
"TAPOBO","Guianese Gill-netter","Human activity",,"Peche","Ship","Bateau fileyeur tapouille",,,,"Bateau fileyeur tapouille","Guianese Gill-netter",,"X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,,,,,,,,,,,"Ship","Ship",,
"THACHL","Thalassarche chlororynchos","Seabird",,"Albatros","Diomedeidae","Albatros a bec jaune",,,"surface","Albatros a bec jaune","Yellow-nosed Albatros","Albatros Clororrinco","Chordata","Aves","Ciconiiformes","Diomedeidae","Oiseau marin","Diomedeidae","Albatros",,"Thalassarche chlororhynchos",,,,,,,,,,,,,,,,,,,,,,,,
"THAMEL","Thalassarche melanophris","Seabird",,"Albatros","Diomedeidae","Albatros a sourcils noirs",,,"surface","Albatros a sourcils noirs","Black-browed Albatros","Albatros Ojeroso","Chordata","Aves","Ciconiiformes","Diomedeidae","Oiseau marin","Diomedeidae","Albatros",9.0100000000000000e+02,"Thalassarche melanophrys","Albatros a sourcils noirs",,4.5960500000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Diomedeidae",,,,,"bat",,,,,"0",,"Albatros","Albatros",,
"THUALA","Thunnus alalunga","Other Marine Wildlife",,"Grand poisson","Poisson","Thon blanc Germon",,,,"Thon blanc Germon","Albacore tuna","Atun blanco","Chordata","Actinopterygii","Perciformes","Scombridae","Autre faune marine","Fish","Large fish",9.1000000000000000e+02,"Thunnus alalunga"," Thon blanc","Albacore",,,,,,,,,,,,"bat","x",,,,"0",,"Fish","Fish",,
"THUSPP","Thunnus spp. / Sarda spp.","Other Marine Wildlife",,"Grand poisson","Poisson","Thon / Bonite","Thon / Bonite","Thunnus/Sarda",,"Thon / Bonite","Tuna / Bonito","Tunido spp","Chordata","Actinopterygii","Perciformes","Scombridae","Autre faune marine","Fish","Large fish",9.0900000000000000e+02,,,,,,,,,,,"Guy, Ant","R, epa","R","R","Samm, bat, belgica","x","TUNA",,,"THUSPP",,"Fish","Fish",2.0000000000000000e+01,"THOSPP / SAMM, bat, antilles"
"THUTHY","Thunnus thynnus","Other Marine Wildlife",,"Grand poisson","Poisson","Thon rouge atlantique",,,,"Thon rouge atlantique","Atlantic bluefin tuna","Atun aleta azul","Chordata","Actinopterygii","Perciformes","Scombridae","Autre faune marine","Fish","Large fish",,"Thunnus thynnus",,,,,,,,,,,,,,,,,,,,,,,,
"TRASH","Trash (plastic, wood, oil)","Human activity",,"Dechet","Trash","Dechet (bois, plastic, fioul)",,,,"Dechet (bois, plastic, fioul)","Trash (plastic, wood, oil)","Macro residuos","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,"Guy, Ant","R, epa","R","R","Samm, bat, belgica, atlancet","x","DEBR",,,"TRASH",,"Trash","Trash",,"DECSPP / Samm, bat ou MACDEC / Samm, bat"
"TRAWLB","Trawler","Human activity",,"Peche","Ship","Bateau chalutier",,,,"Bateau chalutier","Trawler","Barco arrastrero","X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,,,,"Bat, belgica, atlancet","x","FIBO",,,"0",,"Ship","Ship",,"BATCHA / Samm, bat"
"TRIMAN","Trichechus manatus","Marine mammal",,"Trichechidae","Sirenien","Lamantin d Amerique",,,,"Lamentin","Manatee",,"Chordata","Mammalia","Sirenia","Trichechidae","Mammifere marin","Sirenian","Trichechidae",1.0000000000000000e+03,"Trichechus manatus","Lamantin, Lamantin des Caraibes, Lamantin des Antilles, Lamantin d'Amerique, Vache de mer",,4.4379900000000000e+05,,"Animalia","Chordata","Mammalia","Sirenia","Trichechidae",,,,,,,,,,"0",,"Sirenien","Sirenien",1.0000000000000000e+00,"TRISPP / Guyane"
"TRISPP","Tringa spp","Land Bird",,"Limicole","Scolopacidae","Chevalier ",,,,"Chevalier ind.","Shank unidentif.","Archibebe spp","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Shorebird","Scolopacidae",9.1600000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"Limicole","Limicole",,"x ex doublon (trispp en Guyane revu en TRIMAN)"
"TRITOT","Tringa totanus","Land Bird",,"Limicole","Scolopacidae","Chevalier gambette",,,,"Chevalier gambette","Common Redshank","Archibebe comun","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Shorebird","Scolopacidae",9.1700000000000000e+02,"Tringa totanus"," Chevalier gambette","Common Redshank [bird]",2.5860000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"TROTRO","Troglodytes troglodytes","Land Bird",,"Passereau","Autre oiseau","Troglodyte mignon",,,,"Troglodyte mignon","Eurasian wren","Chochin","Chordata","Aves","Passeriformes","Troglodytidae","Oiseau terrestre","Other bird","Passerine",9.1900000000000000e+02,"Troglodytes troglodytes"," Troglodyte mignon",,3.9670000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"TURADU","Tursiops aduncus","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Tursiops aduncus",,,,"Grand dauphin indo-pacifique","Indo-Pacific Bottlenose dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",,,,,,,,,,,,,,,,,,,,,"0",,"Grand delphinine","Grand delphinine",,
"TURDUS","Turdus spp","Land Bird",,"Passereau","Autre oiseau","Grive ind.",,,,"Grive ind.","Trush sp","Zorzal spp","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",9.2500000000000000e+02,,,,,,,,,,,,,,,"bat",,,,,"0",,"passereau","passereau",,"TURSPP / bat"
"TURILI","Turdus iliacus","Land Bird",,"Passereau","Autre oiseau","Grive mauvis",,,,"Grive mauvis","Redwing","Alondra comun","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",9.2100000000000000e+02,"Turdus iliacus"," Grive mauvis","Redwing",4.1370000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Turdidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"TURMER","Turdus merula","Land Bird",,"Passereau","Autre oiseau","Merle noir",,,,"Merle noir","Common Blackbird","Mirlo comun","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",9.2200000000000000e+02,"Turdus merula"," Merle noir","Common Blackbird",4.1170000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Turdidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"TURPHI","Turdus philomelos","Land Bird",,"Passereau","Autre oiseau","Grive musicienne",,,,"Grive musicienne","Song Thrush","Grive musicienne","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",9.2300000000000000e+02,"Turdus philomelos"," Grive musicienne","Song Thrush",4.1290000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Turdidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"TURPIL","Turdus pilaris","Land Bird",,"Passereau","Autre oiseau","Grive Litorne",,,,"Grive Litorne","Fieldfare","Zorzal real","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",9.2400000000000000e+02,"Turdus pilaris"," Grive litorne","Fieldfare",4.1270000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Turdidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"TURSPP","Tursiops truncatus / aduncus","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Grand dauphin ind.","Grand dauphin oceanique / indo-pacifique","Tursiops truncatus / aduncus",,"Grand dauphin oceanique / indo-pacifique","Indo-Pacific / Common Bottlenose dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",,,,,,,,,,,,,"R","R","R",,,,,,"TURSPP",,"Grand delphinine","Grand delphinine",,
"TURTLE","Turtle spp","Other Marine Wildlife",,"Tortue ind.","Tortue","Tortues ind.",,,,"Tortue ind.","Turtle sp",,"Chordata","Reptilia","Testudines",,"Autre faune marine","Turtle","Tortue indeterminee",9.6600000000000000e+02,,,,,,,,,,,,,,,,"x","TURTL",,,"0",,"Turtle","Turtle",2.0000000000000000e+01,"TORSPP / antilles"
"TURTRU","Tursiops truncatus","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Grand dauphin",,,,"Grand dauphin","Bottlenose dolphin","Delfin mular","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",9.2800000000000000e+02,"Tursiops truncatus","Grand dauphin","Bottlenose Dolphin, tuyiin",6.0927000000000000e+04,"137111","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Guy, Ant","R, epa","R","R","Samm, bat, fremm, sercel, belgica, romer, atlancet","x","TTRU",,,"TURTRU",,"Grand delphinine","Grand delphinine",2.0000000000000000e+01,
"TURVIS","Turdus viscivorus","Land Bird",,"Passereau","Autre oiseau","Grive draine",,,,"Grive draine","Mistle Trush","Zorzal Charlo","Chordata","Aves","Passeriformes","Turdidae","Oiseau terrestre","Other bird","Passerine",,"Turdus viscivorus"," Grive draine","Mistle Trush",4.1420000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Turdidae",,,,,"bat",,,,,,,,,,
"UPUEPO","Upupa epops","Land Bird",,"Huppe","Autre oiseau","Huppe fasciee",,,,"Huppe fasciee","Hoopoe","Abubilla","Chordata","Aves","Upupiformes","Upupidae","Oiseau terrestre","Other bird","Hoopoe",9.3100000000000000e+02,"Upupa epops"," Huppe fasciee","Hoopoe",3.5900000000000000e+03,,"Animalia","Chordata","Aves","Upupiformes","Upupidae",,,,,"bat",,,,,"0",,,,,
"URIAAL","Uria aalge","Seabird","Large Alcidae","Pingouin ou Guillemot","Alcidae","Guillemot de troil",,,"plongeur","Guillemot de troil","Common guillemot","Arao comun","Chordata","Aves","Charadriiformes","Alcidae","Oiseau marin","Alcidae","Razobill or Guillemot",9.3500000000000000e+02,"Uria aalge","Guillemot de Troa¯l","Common Guillemot",3.3790000000000000e+03,"137133","Animalia","Chordata","Aves","Charadriiformes","Alcidae",,,,,"Samm, bat","x",,,,"0",,,,,
"VANVAN","Vanellus vanellus","Land Bird",,"Limicole","Charadriidae","Vanneau huppe",,,,"Vanneau huppe","Northern Lapwing","Avefria Palustria","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Charadriidae","Shorebird",9.4000000000000000e+02,"Vanellus vanellus"," Vanneau huppe","Northern Lapwing",3.1870000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae",,,,,"bat","x",,,,"0",,"Limicole","Limicole",,
"WOODTR","Unnatural wood","Human activity",,"Dechet","Trash","Dechet bois",,,,"Dechet bois (non naturel)","Unnatural wood","Basura madera","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,,,,"Bat, belgica","x","DEBR",,,"0",,"Trash","Trash",,"DECBOI / bat"
"XIPGLA","Xiphiidae / Istiophoridae","Other Marine Wildlife",,"Grand poisson","Poisson","Espadon / Marlin / Voilier","Espadon / Marlin / Voilier","Xiphias gladius/Istiophoridae",,"Espadon / Marlin / Voilier","Swordfish, sailfish, marlin",,"Chordata","Actinopterygii","Perciformes",,"Autre faune marine","Fish","Large fish",9.4300000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","Samm, belgica, atlancet","x",,,,"XIPGLA","XIPGLA","Fish","Fish",2.0000000000000000e+01,
"ZIPCAV","Ziphius cavirostris","Marine mammal","Medium cetacean","Autre Baleine a bec","Ziphiidae","Baleine a bec de Cuvier",,,,"Baleine a bec de Cuvier","Cuvier's beaked whale","Zifio comun","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mammifere marin","Ziphiidae","Other beaked whale",9.5000000000000000e+02,"Ziphius cavirostris","Ziphius, Baleine a bec de Cuvier","Cuvier's Beaked Whale",6.0970000000000000e+04,"137127","Animalia","Chordata","Mammalia","Cetacea","Ziphiidae","Guy, Ant","R","R","R, Fut","Samm, bat, sercel, romer, atlancet","x","ZCAV",,,"ZIPCAV","ZIPCAV","Beaked whale","Baleine a  bec",2.0000000000000000e+01,
"ZIPSPP","Ziphiidae sp.","Marine mammal","Medium cetacean","Baleine a bec ind.","Ziphiidae","Baleine a bec ind.","Mesoplodon / Ziphius / Hyperoodon / indopacete","Mesoplodon / Ziphius / Hyperoodon / Indopacetus",,"Baleine a bec ind.","Ziphiid sp. (Beaked whale)","Zifio spp","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mammifere marin","Ziphiidae","Other beaked whale",9.4700000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","Samm, bat, romer, atlancet","x","ZISP",,,"ZIPSPP","ZIPSPP","Beaked whale","Baleine a  bec",2.0000000000000000e+01,
